,cnae_code,ativ_desc,description,code_description
619,4110700,Incorporação de empreendimentos imobiliários,Real estate development,4110700 - Real estate development
620,4120400,Construção de edifícios,building construction,4120400 - building construction
621,4211101,Construção de rodovias e ferrovias,Construction of highways and railways,4211101 - Construction of highways and railways
622,4211102,Pintura para sinalização em pistas rodoviárias e aeroportos,Paint for signage on highways and airports,4211102 - Paint for signage on highways and airports
623,4212000,Construção de obras de arte especiais,Construction of special works of art,4212000 - Construction of special works of art
624,4213800,"Obras de urbanização - ruas, praças e calçadas","Urbanization works - streets, squares and sidewalks","4213800 - Urbanization works - streets, squares and sidewalks"
625,4221901,Construção de barragens e represas para geração de energia elétrica,Construction of dams and dams for electricity generation,4221901 - Construction of dams and dams for electricity generation
626,4221902,Construção de estações e redes de distribuição de energia elétrica,Construction of electricity distribution stations and networks,4221902 - Construction of electricity distribution stations and networks
627,4221903,Manutenção de redes de distribuição de energia elétrica,Maintenance of electricity distribution networks,4221903 - Maintenance of electricity distribution networks
628,4221904,Construção de estações e redes de telecomunicações,Construction of telecommunication stations and networks,4221904 - Construction of telecommunication stations and networks
629,4221905,Manutenção de estações e redes de telecomunicações,Maintenance of telecommunications stations and networks,4221905 - Maintenance of telecommunications stations and networks
630,4222701,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação","Construction of water supply networks, sewage collection and related constructions, except irrigation works","4222701 - Construction of water supply networks, sewage collection and related constructions, except irrigation works"
631,4222702,Obras de irrigação,Irrigation works,4222702 - Irrigation works
632,4223500,"Construção de redes de transportes por dutos, exceto para água e esgoto","Construction of pipeline transport networks, except for water and sewage","4223500 - Construction of pipeline transport networks, except for water and sewage"
633,4291000,"Obras portuárias, marítimas e fluviais","Port, maritime and river works","4291000 - Port, maritime and river works"
634,4292801,Montagem de estruturas metálicas,Assembly of metallic structures,4292801 - Assembly of metallic structures
635,4292802,Obras de montagem industrial,Industrial assembly works,4292802 - Industrial assembly works
636,4299501,Construção de instalações esportivas e recreativas,Construction of sports and recreational facilities,4299501 - Construction of sports and recreational facilities
637,4299599,Outras obras de engenharia civil não especificadas anteriormente,Other civil engineering works not previously specified,4299599 - Other civil engineering works not previously specified
638,4311801,Demolição de edifícios e outras estruturas,Demolition of buildings and other structures,4311801 - Demolition of buildings and other structures
639,4311802,Preparação de canteiro e limpeza de terreno,Site preparation and land clearing,4311802 - Site preparation and land clearing
640,4312600,Perfurações e sondagens,Drilling and drilling,4312600 - Drilling and drilling
641,4313400,Obras de terraplenagem,earthworks,4313400 - earthworks
642,4319300,Serviços de preparação do terreno não especificados anteriormente,Land preparation services not otherwise specified,4319300 - Land preparation services not otherwise specified
643,4321500,Instalação e manutenção elétrica,Installation and electrical maintenance,4321500 - Installation and electrical maintenance
644,4322301,"Instalações hidráulicas, sanitárias e de gás","Hydraulic, sanitary and gas installations","4322301 - Hydraulic, sanitary and gas installations"
645,4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração","Installation and maintenance of central air conditioning, ventilation and refrigeration systems","4322302 - Installation and maintenance of central air conditioning, ventilation and refrigeration systems"
646,4322303,Instalações de sistema de prevenção contra incêndio,Fire prevention system installations,4322303 - Fire prevention system installations
647,4329101,Instalação de painéis publicitários,Installation of advertising panels,4329101 - Installation of advertising panels
648,4329102,Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre,Installation of equipment to guide river and lake navigation,4329102 - Installation of equipment to guide river and lake navigation
649,4329103,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes","Installation, maintenance and repair of elevators, escalators and moving walks","4329103 - Installation, maintenance and repair of elevators, escalators and moving walks"
650,4329104,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos","Assembly and installation of lighting and signaling systems and equipment on public roads, ports and airports","4329104 - Assembly and installation of lighting and signaling systems and equipment on public roads, ports and airports"
651,4329105,"Tratamentos térmicos, acústicos ou de vibração","Thermal, acoustic or vibration treatments","4329105 - Thermal, acoustic or vibration treatments"
652,4329199,Outras obras de instalações em construções não especificadas anteriormente,Other installation works in buildings not previously specified,4329199 - Other installation works in buildings not previously specified
653,4330401,Impermeabilização em obras de engenharia civil,Waterproofing in civil engineering works,4330401 - Waterproofing in civil engineering works
654,4330402,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material","Installation of doors, windows, ceilings, partitions and built-in cabinets of any material","4330402 - Installation of doors, windows, ceilings, partitions and built-in cabinets of any material"
655,4330403,Obras de acabamento em gesso e estuque,Finishing works in plaster and stucco,4330403 - Finishing works in plaster and stucco
656,4330404,Serviços de pintura de edifícios em geral,General Building Painting Services,4330404 - General Building Painting Services
657,4330405,Aplicação de revestimentos e de resinas em interiores e exteriores,Application of coatings and resins indoors and outdoors,4330405 - Application of coatings and resins indoors and outdoors
658,4330499,Outras obras de acabamento da construção,Other construction finishing works,4330499 - Other construction finishing works
659,4391600,Obras de fundações,foundation works,4391600 - foundation works
660,4399101,Administração de obras,works administration,4399101 - works administration
661,4399102,Montagem e desmontagem de andaimes e outras estruturas temporárias,Assembly and disassembly of scaffolding and other temporary structures,4399102 - Assembly and disassembly of scaffolding and other temporary structures
662,4399103,Obras de alvenaria,masonry works,4399103 - masonry works
663,4399104,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,Operation services and supply of equipment for transporting and lifting loads and people for use in works,4399104 - Operation services and supply of equipment for transporting and lifting loads and people for use in works
664,4399105,Perfuração e construção de poços de água,Drilling and construction of water wells,4399105 - Drilling and construction of water wells
665,4399199,Serviços especializados para construção não especificados anteriormente,Specialized services for construction not specified above,4399199 - Specialized services for construction not specified above
666,4511101,"Comércio a varejo de automóveis, camionetas e utilitários novos","Retail trade in new cars, vans and utility vehicles","4511101 - Retail trade in new cars, vans and utility vehicles"
667,4511102,"Comércio a varejo de automóveis, camionetas e utilitários usados","Retail sale of used cars, vans and utilities","4511102 - Retail sale of used cars, vans and utilities"
668,4511103,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados","Wholesale trade in new and used cars, vans and utilities","4511103 - Wholesale trade in new and used cars, vans and utilities"
669,4511104,Comércio por atacado de caminhões novos e usados,Wholesale trade of new and used trucks,4511104 - Wholesale trade of new and used trucks
670,4511105,Comércio por atacado de reboques e semi-reboques novos e usados,Wholesale trade in new and used trailers and semi-trailers,4511105 - Wholesale trade in new and used trailers and semi-trailers
671,4511106,Comércio por atacado de ônibus e microônibus novos e usados,Wholesale trade of new and used buses and minibuses,4511106 - Wholesale trade of new and used buses and minibuses
672,4512901,Representantes comerciais e agentes do comércio de veículos automotores,Sales representatives and motor vehicle trade agents,4512901 - Sales representatives and motor vehicle trade agents
673,4512902,Comércio sob consignação de veículos automotores,Consignment trade of motor vehicles,4512902 - Consignment trade of motor vehicles
674,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,Maintenance and mechanical repair services for motor vehicles,4520001 - Maintenance and mechanical repair services for motor vehicles
675,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores,Body shop or bodywork and painting services for motor vehicles,4520002 - Body shop or bodywork and painting services for motor vehicles
676,4520003,Serviços de manutenção e reparação elétrica de veículos automotores,Maintenance and electrical repair services for motor vehicles,4520003 - Maintenance and electrical repair services for motor vehicles
677,4520004,Serviços de alinhamento e balanceamento de veículos automotores,Alignment and balancing services for motor vehicles,4520004 - Alignment and balancing services for motor vehicles
678,4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores","Motor vehicle washing, lubrication and polishing services","4520005 - Motor vehicle washing, lubrication and polishing services"
679,4520006,Serviços de borracharia para veículos automotores,Tire repair services for motor vehicles,4520006 - Tire repair services for motor vehicles
680,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores","Installation, maintenance and repair services for accessories for motor vehicles","4520007 - Installation, maintenance and repair services for accessories for motor vehicles"
681,4520008,Serviços de capotaria,rollover services,4520008 - rollover services
682,4530701,Comércio por atacado de peças e acessórios novos para veículos automotores,Wholesale trade in new parts and accessories for motor vehicles,4530701 - Wholesale trade in new parts and accessories for motor vehicles
683,4530702,Comércio por atacado de pneumáticos e câmaras-de-ar,Wholesale trade in tires and inner tubes,4530702 - Wholesale trade in tires and inner tubes
684,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,Retail trade of new parts and accessories for motor vehicles,4530703 - Retail trade of new parts and accessories for motor vehicles
685,4530704,Comércio a varejo de peças e acessórios usados para veículos automotores,Retail trade of used parts and accessories for motor vehicles,4530704 - Retail trade of used parts and accessories for motor vehicles
686,4530705,Comércio a varejo de pneumáticos e câmaras-de-ar,Retail trade in tires and inner tubes,4530705 - Retail trade in tires and inner tubes
687,4530706,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,Sales representatives and agents for the trade of new and used parts and accessories for motor vehicles,4530706 - Sales representatives and agents for the trade of new and used parts and accessories for motor vehicles
688,4541201,Comércio por atacado de motocicletas e motonetas,Wholesale trade of motorcycles and scooters,4541201 - Wholesale trade of motorcycles and scooters
689,4541202,Comércio por atacado de peças e acessórios para motocicletas e motonetas,Wholesale trade of parts and accessories for motorcycles and scooters,4541202 - Wholesale trade of parts and accessories for motorcycles and scooters
690,4541203,Comércio a varejo de motocicletas e motonetas novas,Retail sale of new motorcycles and scooters,4541203 - Retail sale of new motorcycles and scooters
691,4541204,Comércio a varejo de motocicletas e motonetas usadas,Retail sale of used motorcycles and scooters,4541204 - Retail sale of used motorcycles and scooters
692,4541205,Comércio a varejo de peças e acessórios para motocicletas e motonetas,Retail sale of parts and accessories for motorcycles and scooters,4541205 - Retail sale of parts and accessories for motorcycles and scooters
693,4541206,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,Retail sale of new parts and accessories for motorcycles and scooters,4541206 - Retail sale of new parts and accessories for motorcycles and scooters
694,4541207,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,Retail trade of used parts and accessories for motorcycles and scooters,4541207 - Retail trade of used parts and accessories for motorcycles and scooters
695,4542101,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios","Sales representatives and agents for the sale of motorcycles and scooters, parts and accessories","4542101 - Sales representatives and agents for the sale of motorcycles and scooters, parts and accessories"
696,4542102,Comércio sob consignação de motocicletas e motonetas,Trading on consignment of motorcycles and scooters,4542102 - Trading on consignment of motorcycles and scooters
697,4543900,Manutenção e reparação de motocicletas e motonetas,Maintenance and repair of motorcycles and scooters,4543900 - Maintenance and repair of motorcycles and scooters
698,4611700,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,Sales representatives and agents of the trade of agricultural raw materials and live animals,4611700 - Sales representatives and agents of the trade of agricultural raw materials and live animals
699,4612500,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos","Sales representatives and agents in the fuel, mineral, steel and chemical trade","4612500 - Sales representatives and agents in the fuel, mineral, steel and chemical trade"
700,4613300,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens","Sales representatives and agents in the wood, building material and hardware trade","4613300 - Sales representatives and agents in the wood, building material and hardware trade"
701,4614100,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves","Sales representatives and agents for the trade of machinery, equipment, vessels and aircraft","4614100 - Sales representatives and agents for the trade of machinery, equipment, vessels and aircraft"
702,4615000,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico","Sales representatives and agents for the sale of household appliances, furniture and household items","4615000 - Sales representatives and agents for the sale of household appliances, furniture and household items"
703,4616800,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem","Sales representatives and agents of the textile, clothing, footwear and travel goods trade","4616800 - Sales representatives and agents of the textile, clothing, footwear and travel goods trade"
704,4617600,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo","Sales representatives and agents of the food, beverage and tobacco trade","4617600 - Sales representatives and agents of the food, beverage and tobacco trade"
705,4618401,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria","Sales representatives and agents of the drug, cosmetic and perfumery trade","4618401 - Sales representatives and agents of the drug, cosmetic and perfumery trade"
706,4618402,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,Sales representatives and agents of the commerce of dental-medical-hospital instruments and materials,4618402 - Sales representatives and agents of the commerce of dental-medical-hospital instruments and materials
707,4618403,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações","Sales representatives and trade agents for newspapers, magazines and other publications","4618403 - Sales representatives and trade agents for newspapers, magazines and other publications"
708,4618499,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,Other sales representatives and trade agents specializing in products not specified above,4618499 - Other sales representatives and trade agents specializing in products not specified above
709,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,Commercial representatives and agents of the non-specialized general merchandise trade,4619200 - Commercial representatives and agents of the non-specialized general merchandise trade
710,4621400,Comércio atacadista de café em grão,Wholesale trade of coffee beans,4621400 - Wholesale trade of coffee beans
711,4622200,Comércio atacadista de soja,Wholesale trade of soybeans,4622200 - Wholesale trade of soybeans
712,4623101,Comércio atacadista de animais vivos,Wholesale trade of live animals,4623101 - Wholesale trade of live animals
713,4623102,"Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal","Wholesale trade of hides, wools, skins and other non-edible by-products of animal origin","4623102 - Wholesale trade of hides, wools, skins and other non-edible by-products of animal origin"
714,4623103,Comércio atacadista de algodão,Wholesale cotton trade,4623103 - Wholesale cotton trade
715,4623104,Comércio atacadista de fumo em folha não beneficiado,Wholesale trade of unprocessed leaf tobacco,4623104 - Wholesale trade of unprocessed leaf tobacco
716,4623105,Comércio atacadista de cacau,Wholesale cocoa trade,4623105 - Wholesale cocoa trade
717,4623106,"Comércio atacadista de sementes, flores, plantas e gramas","Wholesale trade of seeds, flowers, plants and grasses","4623106 - Wholesale trade of seeds, flowers, plants and grasses"
718,4623107,Comércio atacadista de sisal,sisal wholesale trade,4623107 - sisal wholesale trade
719,4623108,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,Wholesale trade of agricultural raw materials with associated fractionation and packaging activity,4623108 - Wholesale trade of agricultural raw materials with associated fractionation and packaging activity
720,4623109,Comércio atacadista de alimentos para animais,Wholesale trade of pet food,4623109 - Wholesale trade of pet food
721,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,Wholesale trade of agricultural raw materials not previously specified,4623199 - Wholesale trade of agricultural raw materials not previously specified
722,4631100,Comércio atacadista de leite e laticínios,Wholesale trade of milk and dairy products,4631100 - Wholesale trade of milk and dairy products
723,4632001,Comércio atacadista de cereais e leguminosas beneficiados,Wholesale trade of processed cereals and legumes,4632001 - Wholesale trade of processed cereals and legumes
724,4632002,"Comércio atacadista de farinhas, amidos e féculas","Wholesale trade of flours, starches and starches","4632002 - Wholesale trade of flours, starches and starches"
725,4632003,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada","Wholesale trade of processed cereals and legumes, flours, starches, with associated fractionation and packaging activity","4632003 - Wholesale trade of processed cereals and legumes, flours, starches, with associated fractionation and packaging activity"
726,4633801,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos","Wholesale trade of fruits, vegetables, roots, tubers, vegetables and fresh vegetables","4633801 - Wholesale trade of fruits, vegetables, roots, tubers, vegetables and fresh vegetables"
727,4633802,Comércio atacadista de aves vivas e ovos,Wholesale trade of live birds and eggs,4633802 - Wholesale trade of live birds and eggs
728,4633803,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,Wholesale trade of rabbits and other small live animals for food,4633803 - Wholesale trade of rabbits and other small live animals for food
729,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,"Wholesale trade of beef, pork and derivatives","4634601 - Wholesale trade of beef, pork and derivatives"
730,4634602,Comércio atacadista de aves abatidas e derivados,Wholesale trade of slaughtered poultry and derivatives,4634602 - Wholesale trade of slaughtered poultry and derivatives
731,4634603,Comércio atacadista de pescados e frutos do mar,Wholesale trade of fish and seafood,4634603 - Wholesale trade of fish and seafood
732,4634699,Comércio atacadista de carnes e derivados de outros animais,Wholesale trade of meat and other animal derivatives,4634699 - Wholesale trade of meat and other animal derivatives
733,4635401,Comércio atacadista de água mineral,Wholesale mineral water,4635401 - Wholesale mineral water
734,4635402,"Comércio atacadista de cerveja, chope e refrigerante","Wholesale trade of beer, draft beer and soda","4635402 - Wholesale trade of beer, draft beer and soda"
735,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,Wholesale beverage trade with associated fractionation and packaging activity,4635403 - Wholesale beverage trade with associated fractionation and packaging activity
736,4635499,Comércio atacadista de bebidas não especificadas anteriormente,Wholesale of beverages not previously specified,4635499 - Wholesale of beverages not previously specified
737,4636201,Comércio atacadista de fumo beneficiado,Wholesale trade of benefited tobacco,4636201 - Wholesale trade of benefited tobacco
738,4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos","Wholesale trade of cigarettes, cigarillos and cigars","4636202 - Wholesale trade of cigarettes, cigarillos and cigars"
739,4637101,"Comércio atacadista de café torrado, moído e solúvel","Wholesale trade of roasted, ground and instant coffee","4637101 - Wholesale trade of roasted, ground and instant coffee"
740,4637102,Comércio atacadista de açúcar,Wholesale sugar trade,4637102 - Wholesale sugar trade
741,4637103,Comércio atacadista de óleos e gorduras,Wholesale trade of oils and fats,4637103 - Wholesale trade of oils and fats
742,4637104,"Comércio atacadista de pães, bolos, biscoitos e similares","Wholesale trade of bread, cakes, cookies and similar","4637104 - Wholesale trade of bread, cakes, cookies and similar"
743,4637105,Comércio atacadista de massas alimentícias,Wholesale trade of pasta,4637105 - Wholesale trade of pasta
744,4637106,Comércio atacadista de sorvetes,Wholesale ice cream,4637106 - Wholesale ice cream
745,4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes","Wholesale trade of chocolates, confections, candies, bonbons and the like","4637107 - Wholesale trade of chocolates, confections, candies, bonbons and the like"
746,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,Wholesale trade specializing in other food products not previously specified,4637199 - Wholesale trade specializing in other food products not previously specified
747,4639701,Comércio atacadista de produtos alimentícios em geral,Wholesale trade of food products in general,4639701 - Wholesale trade of food products in general
748,4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada","Wholesale trade of food products in general, with associated fractionation and packaging activity","4639702 - Wholesale trade of food products in general, with associated fractionation and packaging activity"
749,4641901,Comércio atacadista de tecidos,Wholesale fabric trade,4641901 - Wholesale fabric trade
750,4641902,"Comércio atacadista de artigos de cama, mesa e banho","Wholesale trade of bedding, table and bath articles","4641902 - Wholesale trade of bedding, table and bath articles"
751,4641903,Comércio atacadista de artigos de armarinho,Wholesale trade of haberdashery items,4641903 - Wholesale trade of haberdashery items
752,4642701,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança","Wholesale trade of apparel and accessories, except professionals and security","4642701 - Wholesale trade of apparel and accessories, except professionals and security"
753,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,Wholesale trade of clothing and accessories for professional use and work safety,4642702 - Wholesale trade of clothing and accessories for professional use and work safety
754,4643501,Comércio atacadista de calçados,Shoe wholesale trade,4643501 - Shoe wholesale trade
755,4643502,"Comércio atacadista de bolsas, malas e artigos de viagem","Wholesale trade of handbags, suitcases and travel articles","4643502 - Wholesale trade of handbags, suitcases and travel articles"
756,4644301,Comércio atacadista de medicamentos e drogas de uso humano,Wholesale trade of medicines and drugs for human use,4644301 - Wholesale trade of medicines and drugs for human use
757,4644302,Comércio atacadista de medicamentos e drogas de uso veterinário,Wholesale trade of medicines and drugs for veterinary use,4644302 - Wholesale trade of medicines and drugs for veterinary use
758,4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios","Wholesale trade of instruments and materials for medical, surgical, hospital and laboratory use","4645101 - Wholesale trade of instruments and materials for medical, surgical, hospital and laboratory use"
759,4645102,Comércio atacadista de próteses e artigos de ortopedia,Wholesale trade of prostheses and orthopedic articles,4645102 - Wholesale trade of prostheses and orthopedic articles
760,4645103,Comércio atacadista de produtos odontológicos,Wholesale trade of dental products,4645103 - Wholesale trade of dental products
761,4646001,Comércio atacadista de cosméticos e produtos de perfumaria,Wholesale trade of cosmetics and perfumery products,4646001 - Wholesale trade of cosmetics and perfumery products
762,4646002,Comércio atacadista de produtos de higiene pessoal,Wholesale trade of personal care products,4646002 - Wholesale trade of personal care products
763,4647801,Comércio atacadista de artigos de escritório e de papelaria,Wholesale trade of office and stationery items,4647801 - Wholesale trade of office and stationery items
764,4647802,"Comércio atacadista de livros, jornais e outras publicações","Wholesale trade of books, newspapers and other publications","4647802 - Wholesale trade of books, newspapers and other publications"
765,4649401,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,Wholesale trade of electrical equipment for personal and domestic use,4649401 - Wholesale trade of electrical equipment for personal and domestic use
766,4649402,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,Wholesale trade of electronic devices for personal and domestic use,4649402 - Wholesale trade of electronic devices for personal and domestic use
767,4649403,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos","Wholesale trade of bicycles, tricycles and other recreational vehicles","4649403 - Wholesale trade of bicycles, tricycles and other recreational vehicles"
768,4649404,Comércio atacadista de móveis e artigos de colchoaria,Wholesale of furniture and bedding,4649404 - Wholesale of furniture and bedding
769,4649405,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,Wholesale trade of upholstery articles; blinds and curtains,4649405 - Wholesale trade of upholstery articles; blinds and curtains
770,4649406,"Comércio atacadista de lustres, luminárias e abajures","Wholesale trade of chandeliers, lamps and lampshades","4649406 - Wholesale trade of chandeliers, lamps and lampshades"
771,4649407,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos","Wholesale trade of films, CDs, DVDs, tapes and discs","4649407 - Wholesale trade of films, CDs, DVDs, tapes and discs"
772,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar","Wholesale trade of hygiene, cleaning and home care products","4649408 - Wholesale trade of hygiene, cleaning and home care products"
773,4649409,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada","Wholesale trade of hygiene, cleaning and home conservation products, with associated fractionation and packaging activity","4649409 - Wholesale trade of hygiene, cleaning and home conservation products, with associated fractionation and packaging activity"
774,4649410,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas","Wholesale of jewelry, watches and costume jewelry, including cut precious and semi-precious stones","4649410 - Wholesale of jewelry, watches and costume jewelry, including cut precious and semi-precious stones"
775,4649499,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,Wholesale trade of other equipment and articles for personal and domestic use not otherwise specified,4649499 - Wholesale trade of other equipment and articles for personal and domestic use not otherwise specified
776,4651601,Comércio atacadista de equipamentos de informática,Wholesale trade of computer equipment,4651601 - Wholesale trade of computer equipment
777,4651602,Comércio atacadista de suprimentos para informática,Wholesale trade of computer supplies,4651602 - Wholesale trade of computer supplies
778,4652400,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,Wholesale trade of electronic components and telephony and communication equipment,4652400 - Wholesale trade of electronic components and telephony and communication equipment
779,4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças","Wholesale trade of machinery, apparatus and equipment for agricultural use; parts and pieces","4661300 - Wholesale trade of machinery, apparatus and equipment for agricultural use; parts and pieces"
780,4662100,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças","Wholesale of machinery, equipment for earthmoving, mining and construction; parts and pieces","4662100 - Wholesale of machinery, equipment for earthmoving, mining and construction; parts and pieces"
781,4663000,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,Wholesale trade of machinery and equipment for industrial use; parts and pieces,4663000 - Wholesale trade of machinery and equipment for industrial use; parts and pieces
782,4664800,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças","Wholesale trade of machinery, apparatus and equipment for dental-medical-hospital use; parts and pieces","4664800 - Wholesale trade of machinery, apparatus and equipment for dental-medical-hospital use; parts and pieces"
783,4665600,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,Wholesale trade of machinery and equipment for commercial use; parts and pieces,4665600 - Wholesale trade of machinery and equipment for commercial use; parts and pieces
784,4669901,Comércio atacadista de bombas e compressores; partes e peças,Wholesale trade of pumps and compressors; parts and pieces,4669901 - Wholesale trade of pumps and compressors; parts and pieces
785,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,Wholesale trade of other machinery and equipment not otherwise specified; parts and pieces,4669999 - Wholesale trade of other machinery and equipment not otherwise specified; parts and pieces
786,4671100,Comércio atacadista de madeira e produtos derivados,Wholesale trade of wood and wood products,4671100 - Wholesale trade of wood and wood products
787,4672900,Comércio atacadista de ferragens e ferramentas,Wholesale trade of hardware and tools,4672900 - Wholesale trade of hardware and tools
788,4673700,Comércio atacadista de material elétrico,Wholesale trade of electrical material,4673700 - Wholesale trade of electrical material
789,4674500,Comércio atacadista de cimento,Wholesale cement trade,4674500 - Wholesale cement trade
790,4679601,"Comércio atacadista de tintas, vernizes e similares","Wholesale trade of paints, varnishes and similar","4679601 - Wholesale trade of paints, varnishes and similar"
791,4679602,Comércio atacadista de mármores e granitos,Wholesale trade of marbles and granites,4679602 - Wholesale trade of marbles and granites
792,4679603,"Comércio atacadista de vidros, espelhos, vitrais e molduras","Wholesale trade of glass, mirrors, stained glass and frames","4679603 - Wholesale trade of glass, mirrors, stained glass and frames"
793,4679604,Comércio atacadista especializado de materiais de construção não especificados anteriormente,Specialized wholesale trade in construction materials not otherwise specified,4679604 - Specialized wholesale trade in construction materials not otherwise specified
794,4679699,Comércio atacadista de materiais de construção em geral,Wholesale trade of building materials in general,4679699 - Wholesale trade of building materials in general
795,4681801,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re","Wholesale trade of fuel alcohol, biodiesel, gasoline and other petroleum products, except lubricants, not carried out by a transporter","4681801 - Wholesale trade of fuel alcohol, biodiesel, gasoline and other petroleum products, except lubricants, not carried out by a transporter"
796,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),Wholesale fuel trade carried out by retail carrier (T.R.R.),4681802 - Wholesale fuel trade carried out by retail carrier (T.R.R.)
797,4681803,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante","Wholesale trade of fuels of vegetable origin, except fuel alcohol","4681803 - Wholesale trade of fuels of vegetable origin, except fuel alcohol"
798,4681804,Comércio atacadista de combustíveis de origem mineral em bruto,Wholesale trade of crude mineral fuels,4681804 - Wholesale trade of crude mineral fuels
799,4681805,Comércio atacadista de lubrificantes,Wholesale of lubricants,4681805 - Wholesale of lubricants
800,4682600,Comércio atacadista de gás liqüefeito de petróleo (GLP),Wholesale trade of liquefied petroleum gas (LPG),4682600 - Wholesale trade of liquefied petroleum gas (LPG)
801,4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo","Wholesale trade of pesticides, fertilizers, fertilizers and soil improvers","4683400 - Wholesale trade of pesticides, fertilizers, fertilizers and soil improvers"
802,4684201,Comércio atacadista de resinas e elastômeros,Wholesale trade of resins and elastomers,4684201 - Wholesale trade of resins and elastomers
803,4684202,Comércio atacadista de solventes,Solvent wholesale trade,4684202 - Solvent wholesale trade
